商品标题,商品规格,单价
【高淳富克斯广场】仅6.9元抢原价25元时代影城单人观影票！《美人鱼》《夏洛特烦恼》《捉妖记》国产喜剧佳片，欢乐开场~,影片:《捉妖记》8月23日晚19:30,6.9
【江浙沪包邮】仅39元抢原价70元依云矿泉水喷雾2瓶装（50ml/瓶）源自法国阿尔卑斯山冰川矿泉水，小分子矿物质更易吸收，这个夏天补水不能落下哦~,,39.0
【直播间限时抢购】仅14.9元抢门市价24.7元小样自热煲仔饭2盒装！红烧狮子头自热饭2盒+乳酸菌2瓶！随时随地都能吃的煲仔饭~,,14.9
【限南京（高淳、溧水不送）顺丰冷链配送/慢面包榴莲千层】仅28.8抢门市价68元一个/39.8元抢门市价136元两个， 和心爱的TA分享，简直Sweet♥到爆！,慢:B:两个千层蛋糕，四寸,39.8
【仅限江浙沪皖发货】仅88元抢原价198元澳领菲力黑椒牛排套餐！菲力黑椒牛排*15片（80克），送刀叉；美味调理牛排，肉欲满满~,,88.0
【直播间限时秒杀】【森林摩尔艺术时尚街区】仅21元抢门市价80元居老汉罐罐饭双人餐，冬瓜海带排骨汤、土豆煨牛腩、养生蒸鸡蛋两份、精美小菜两份、酸梅汤两份、米饭两份,,21.0
【直播间限时抢购】【仅限南京地区下单|顺丰包邮】仅59.9元抢原价90元卡士高端酸奶套餐！ 原态酪乳2杯+鲜酪乳6杯+风味发酵乳6杯 +餐后1小时1瓶 ，优质酸奶就选卡士~,,59.9
【直播间限时抢购】【限南京顺丰冷链配送/慢面包榴莲千层】仅19.9抢门市价68元一个/31.9元抢门市价136元两个， 和心爱的TA分享，简直Sweet♥到爆！,慢面包:一个4寸榴莲千层 ,19.9
【夫子庙】祛痘套餐男女通用！36元抢购原价580元痘院长皮肤管理套餐，高频肌底深洁+舒缓离子毛囊雾化+草莓鼻去黑头+ACC局部祛痘+瑞士冰川补水+美颜红蓝光照射 ，6大项目！超值！,,36.0
【限南京（高淳、溧水不送）顺丰冷链配送/慢面包榴莲千层】仅28.8抢门市价68元一个/39.8元抢门市价136元两个， 和心爱的TA分享，简直Sweet♥到爆！,慢:A：一个榴莲千层，四寸 ,28.8
【高淳富克斯广场】仅19.8元抢原价33元时代影城《八佰》单人观影票！淞沪会战的最后一役热血上映！,场次:8月22日本周六下午16:00  ,19.8
【直播间限时抢购】【限南京顺丰冷链配送/慢面包榴莲千层】仅19.9抢门市价68元一个/31.9元抢门市价136元两个， 和心爱的TA分享，简直Sweet♥到爆！,慢:A：一个榴莲千层，四寸 ,19.9
【直播间限时抢购】【限南京顺丰冷链配送/慢面包榴莲千层】仅19.9抢门市价68元一个/31.9元抢门市价136元两个， 和心爱的TA分享，简直Sweet♥到爆！,慢面包:两个4寸榴莲千层,31.9
【直播间限时抢购】【全国300+精品酒店免费住】仅568元抢“任享无限次-免费住酒店”随处·畅住卡2年使用期！超长使用期！全国有300多家精品酒店，不限次数！不限地区！不限房型！免费住~,,568.0
【直播间限时抢购】【限南京顺丰冷链配送/慢面包榴莲千层】仅19.9抢门市价68元一个/31.9元抢门市价136元两个， 和心爱的TA分享，简直Sweet♥到爆！,慢:B:两个千层蛋糕，四寸,31.9
【两店通用】仅29.9元抢原价58元麦雪尔单人下午茶套餐！奶茶小姐盒子蛋糕一份+现磨咖啡一杯！79.9元抢原价134元双人下午茶套餐！快来享受甜蜜下午茶吧~,套餐:A：单人下午茶套餐 ,29.9
【高淳富克斯广场】仅19.8元抢原价33元时代影城《八佰》单人观影票！淞沪会战的最后一役热血上映！,场次:8月22日本周六晚19:45,19.8
【限南京（高淳、溧水不送）顺丰冷链配送/慢面包榴莲千层】仅28.8抢门市价88元一个/39.8元抢门市价176元两个， 和心爱的TA分享，简直Sweet♥到爆！,慢:B:两个千层蛋糕，四寸,39.8
【直播间限时抢购】【限南京配送】仅66元抢原价198元春甜花花11支玫瑰礼盒！仅66元抢原价228元春甜花花 I LOVE YOU 红色玫瑰礼盒！给你心里的那个TA送一束爱意满满的玫瑰吧！,花:11支玫瑰礼盒 ,66.0
【直播间限时抢购】【两店通用】仅22.9元抢原价58元麦雪尔单人下午茶套餐！奶茶小姐盒子蛋糕一份+现磨咖啡一杯！79.9元抢原价134元双人下午茶套餐！快来享受甜蜜下午茶吧~,直播:B:  双人套餐,69.9
【直播间限时抢购】仅49.9元抢138元大塘金通票一张！漫步天宫云端，享受梦幻灯光~,,49.9
【直播间限时抢购】【限南京配送】仅66元抢原价198元春甜花花11支玫瑰礼盒！仅66元抢原价228元春甜花花 I LOVE YOU 红色玫瑰礼盒！给你心里的那个TA送一束爱意满满的玫瑰吧！,花: I LOVE YOU 红色玫瑰 礼盒 （22-26朵）,66.0
【限南京（高淳、溧水不送）顺丰冷链配送/慢面包榴莲千层】仅28.8抢门市价88元一个/39.8元抢门市价176元两个， 和心爱的TA分享，简直Sweet♥到爆！,慢:A：一个榴莲千层，四寸 ,28.8
【直播间限时抢购】【江浙沪包邮】仅29元抢原价70元依云矿泉水喷雾2瓶装（50ml/瓶）源自法国阿尔卑斯山冰川矿泉水，小分子矿物质更易吸收，这个夏天补水不能落下哦~,,29.0
【直播间限时抢购】【秦淮区|仙鹤街】仅89.9元抢原价237元蚝鲜生加油站双人套餐！3只生蚝大号+ 3只葱油小鲍鱼+ 柠香炙烤多宝鱼+ 辣炒花蛤+3串烤青椒脆骨+3串烤掌中宝+3串澳洲大串！,,89.9
【直播结束恢复爆品价】【限南京配送】仅78元抢原价198元春甜花花11支玫瑰礼盒！仅88元抢原价228元春甜花花 I LOVE YOU 红色玫瑰礼盒！给你心里的那个TA送一束爱意满满的玫瑰吧！,CHUN:A：11支玫瑰礼盒 ,78.0
【淮安盱眙|老子山温泉山庄】仅248元抢原价988元两大一小畅玩票！老子山行政酒店豪华标间房一晚+两大一小洪泽湖豪华游艇票+两大一小老子山冰泉套票+万亩荷塘浮桥赏花+两大一小自助早餐,,248.0
【仅限南京地区下单|顺丰包邮】仅69.9元抢原价90元卡士高端酸奶套餐！ 原态酪乳2杯+鲜酪乳6杯+风味发酵乳6杯 +餐后1小时1瓶 ，优质酸奶就选卡士~,,69.9
【新街口/杰克地方】仅109元抢门市价269元牛排双人套餐特级西冷牛排2份，田园沙拉，薯条，意式蔬菜汤2份，味蕾和视觉的双重盛宴~,,109.0
【直播结束恢复爆品价】仅19.9元抢门市价24.7元小样自热煲仔饭2盒装！红烧狮子头自热饭2盒+乳酸菌2瓶！随时随地都能吃的煲仔饭~,,19.9
【预售|千年珠宝|江苏28店通用，南京5店】仅59元抢原价169元银珍珠耳钉一副；189元抢原价960元云端挚爱吊坠一条；219元抢原价1129元银珍珠耳钉+云端挚爱吊坠；快给挚爱的TA一个七夕惊喜吧~,套餐:A套餐：银珍珠耳钉 ,59.0
【直播结束恢复爆品价】【仅限南京地区下单|顺丰包邮】仅69.9元抢原价90元卡士高端酸奶套餐！ 原态酪乳2杯+鲜酪乳6杯+风味发酵乳6杯 +餐后1小时1瓶 ，优质酸奶就选卡士~,,69.9
【预售】【天目湖旅游度假区】69元抢门市价130元天目湖水世界七夕单人门票，169元抢门市价300元天目湖水世界双人票+双人浮筏,七夕:A：天目湖水世界浪漫七夕单人票 ,69.0
【高淳富克斯广场】仅6.9元抢原价25元时代影城单人观影票！《美人鱼》《夏洛特烦恼》《捉妖记》国产喜剧佳片，欢乐开场~,电影:A：《美人鱼》8月21日晚19:30 ,6.9
【千年珠宝七夕特惠|江苏28店通用】仅59元抢原价169元银珍珠耳钉一副；189元抢原价960元云端挚爱吊坠一条,规格:B：云端挚爱吊坠（快递）,189.0
【千年珠宝七夕特惠|江苏28店通用】仅59元抢原价169元银珍珠耳钉一副；189元抢原价960元云端挚爱吊坠一条,规格:A：银珍珠耳钉（快递） ,59.0
【高淳富克斯广场】仅6.9元抢原价25元时代影城单人观影票！《美人鱼》《夏洛特烦恼》《捉妖记》国产喜剧佳片，欢乐开场~,电影:C:《捉妖记》8月23日晚19:30,6.9
【千年珠宝七夕特惠|江苏28店通用】仅59元抢原价169元银珍珠耳钉一副；189元抢原价960元云端挚爱吊坠一条,规格:B：云端挚爱吊坠（自提）,189.0
【千年珠宝|江苏28店通用】仅59元抢原价169元银珍珠耳钉一副；189元抢原价960元云端挚爱吊坠一条,规格:C：吊坠 耳钉（自提）,219.0
【德盈国际广场】新店开业钜惠！仅39.8元抢原价1456元L.SPA美容美甲套餐：纯色美甲/小气泡/脱毛一次（腋下或小腿二选 一）/肩颈疏通单次：/深层补水spa/身体局部塑型单次/美睫七大项目，让你从头美到指尖~,,39.8
【美团外卖会员丨官方直充 | 全国通用】仅29.9元抢原价45元美团外卖尊享版会员季卡！连续3个月每月享30元无门槛红包！海量商家支持会员红包免费升级！,,29.9
【高淳老街花涧堂】68元抢原价128元双人餐，149.8元抢原价298元3~5人餐，249.8元抢原价498元6~8人餐，美景美食这里都有~快来打卡,套餐:3-5人餐,149.8
【新街口莱迪】8.9元抢原价15元陈记超值套餐，陈记秘制老长沙臭豆腐+里脊串，还不赶紧安排上去打卡哦~~,,8.9
【千年珠宝七夕特惠|江苏28店通用】仅59元抢原价169元银珍珠耳钉一副；189元抢原价960元云端挚爱吊坠一条,规格:C：吊坠 耳钉（快递）,219.0
【全国包邮】15.8元抢市场价20元活性炭纳米香包两袋，香味温和不刺激保护您和您的家人,,15.8
【全国包邮|香奈儿】仅258元抢原价435元香奈儿山茶花柔和净肤泡沫洁面乳1支（150ml）想要皮肤好，面部清洁是关键，给皮肤大牌的呵护~,,258.0
【安吉】¥399抢安吉木美鸟铂锐度假酒店度假套餐！住豪华房，A:游七彩山地亲子乐园！B:游潴口溪水上乐园漂流或者飞艇2选1！住豪华房！吃美食！玩盛夏！,度假套餐:B套餐：豪华房（大床/双床）/晚 潴口溪水上乐园漂流或者飞艇2选1,399.0
【千年珠宝七夕特惠|江苏28店通用】仅59元抢原价169元银珍珠耳钉一副；189元抢原价960元云端挚爱吊坠一条,规格:C：吊坠 耳钉（自提）,219.0
【三层防护口罩】19.9元抢原价39元50个装儿童三层防护口罩，三层防护有效过滤！儿童尺寸紧贴舒适~！！,,19.9
【环宇城】139元抢门市价510元大浪涮烤一体3-4人餐，新鲜牛肉盛宴！涮烤一体，火锅、烤肉两不误~,,139.0
【仅限南京主城区发货】仅45.9元抢原价65元农家散养虫草鸡蛋一箱（45个）真正野外散养的虫草鸡蛋，营养健康又美味~,,45.9
【直播间限时秒杀】【三层防护口罩】13.9元抢原价39元50个装儿童三层防护口罩，三层防护有效过滤！儿童尺寸紧贴舒适~！！,,13.9
【直播限时秒杀】【全国包邮】仅16.9元抢原价24.9元辣魔王魔芋爽素毛肚一袋50小包（12g/小包）混合装，麻辣爽脆的魔芋零食，当然选辣魔王~	,,16.9
【直播间限时秒杀】【全国包邮】仅12.9元抢原价39元 PZOZ桌面手机支架（不可调节，皓月银）2个，19.9抢原价50元PZOZ桌面手机支架（可调节，皓月银）2个！轻松享受手机时光,款式:B：可调节手机支架2个（皓月银）,19.9
【直播限时秒杀】【全国包邮】仅9.9元抢原价14.9元辣魔王魔芋爽素毛肚20小包（10g/小包）口味四选一，14.9元抢原价27.9元50小包素毛肚！,套餐:A：20小包*10g ,9.9
【直播间限时秒杀】【全国包邮】8.9元抢市场价20元活性炭纳米香包两袋，香味温和不刺激保护您和您的家人,,8.9
【直播限时秒杀】【全国包邮】仅9.9元抢原价14.9元辣魔王魔芋爽素毛肚20小包（10g/小包）口味四选一，14.9元抢原价27.9元50小包素毛肚！,套餐:B：50小包*10g,14.9
直播秒杀！预售【云海亲水汤城】仅53抢原价138元单人门票+单人自助（午餐或晚餐任选一餐）！100多种美食，烤鸭/牛排/海鲜.......手慢即无宝宝千万别错过，这个夏天，就来云海过~,,53.0
【直播间限时秒杀】【全国包邮】仅12.9元抢原价39元 PZOZ桌面手机支架（不可调节，皓月银）2个，19.9抢原价50元PZOZ桌面手机支架（可调节，皓月银）2个！轻松享受手机时光,款式:A：不可调节手机支架2个（皓月银） ,12.9
【直播限时秒杀价】【仅限南京地区发货】仅56元抢原价79元 元气森林无糖苏打气泡水白桃味15瓶装！480ml/瓶！健康+好喝，乘风破浪的绮绮子也在喝~,,56.0
【直播限时秒杀价】【千年珠宝|江苏28店通用】仅49.9元抢原价169元银珍珠耳钉一副；129.9元抢原价960元云端挚爱吊坠一条,饰品类型:C：吊坠 耳钉（快递）,149.9
【直播后恢复爆品价】【全国包邮】仅19.9元抢原价39元 PZOZ桌面手机支架（不可调节，皓月银）2个，26.9抢原价50元PZOZ桌面手机支架（可调节，皓月银）2个！轻松享受手机时光,款式:B：可调节手机支架2个（皓月银）,26.9
【富克斯广场5楼|时代影城】仅4.9元抢原价15元单人影票一张！《白蛇缘起》《何以为家》超高质量的两部大片等你来看！,电影票:《何以为家》8.30周日晚19:00,4.9
【高淳富克斯广场】仅7.9元抢原价21元柠檬茶+单人影票套餐！普咔西班牙甜柠檬茶1杯+周六《白蛇缘起》单人影票/柠檬茶1杯+周日《何以为家》单人影票,套餐:A：柠檬茶 8.29周六《白蛇缘起》单人影票 ,7.9
【直播后恢复爆品价】【新街口莱迪】8.9元抢原价15元陈记超值套餐，陈记秘制老长沙臭豆腐+里脊串，还不赶紧去打卡~~,,8.9
【高淳富克斯广场】仅7.9元抢原价21元柠檬茶+单人影票套餐！普咔西班牙甜柠檬茶1杯+周六《白蛇缘起》单人影票/柠檬茶1杯+周日《何以为家》单人影票,套餐:B：柠檬茶 8.30周日《何以为家》单人影票,7.9
【全国通用】仅38元抢门市价：98元寄居蟹旅行民宿体验卡！1间1晚入住网红民宿！全国105+家精品民宿任你选，快来一次说走就走的旅行~,,38.0
【全国包邮】仅19.9元抢原价39元 PZOZ桌面手机支架（不可调节，皓月银）2个，26.9抢原价50元PZOZ桌面手机支架（可调节，皓月银）2个！轻松享受手机时光,规格:A：不可调节手机支架2个（皓月银） ,19.9
【富克斯广场5楼|时代影城】仅4.9元抢原价15元单人影票一张！《白蛇缘起》《何以为家》超高质量的两部大片等你来看！,电影票:《白蛇缘起》8.29周六下午13:00 ,4.9
【全国包邮】仅11.9元抢原价14.9元辣魔王魔芋爽素毛肚20小包（10g/小包）口味四选一，21.9元抢原价27.9元50小包素毛肚！麻辣爽脆的魔芋零食，当然选辣魔王~,铝箔装:A：20小包*10g ,11.9
【直播后恢复爆品价】【三层防护口罩】19.9元抢原价39元50个装儿童三层防护口罩，三层防护有效过滤！儿童尺寸紧贴舒适~！！,,19.9
【全国包邮】仅19.9元抢原价39元 PZOZ桌面手机支架（不可调节，皓月银）2个，26.9抢原价50元PZOZ桌面手机支架（可调节，皓月银）2个！轻松享受手机时光,规格:B：可调节手机支架2个（皓月银）,26.9
【全国17家门店通用】【南京水游城、江宁景枫2店】仅198元抢原价374元蓝蛙西餐厅双人套餐！汉堡1份+主食1份+沙拉1份+饮品2杯！火爆西餐厅强势回归，美味不容错过,,198.0
【秦淮区长乐路牵牛巷】仅9.9元抢原价28元佐记麻辣鸭套餐！小份麻辣鸭+海带丝+花生米，麻辣鲜爽，风味独特、开胃爽口~,,9.9
【非常女子】仅199元抢门市价2368元非常女子单人古装摄影套餐，超多底片全送，圆你古装女主梦！,,199.0
【仅限南京地区发货】仅19.9元抢原价29元整箱福建小米生蚝小号精品3斤！仅25.9元抢原价39元整箱中号精品生蚝3斤!,套餐:B：整箱中号精品生蚝3斤(约20只),25.9
【大行宫】仅49.9元抢门市价170元炒螺丝双人套餐，美味不可辜负，新鲜更要享受不要犹豫了，赶快来吃吧！,,49.9
【江宁谷里|松鼠咔咔】仅99元抢原价238元松鼠咔咔森林乐园亲子套餐！门票（2大1小）+漂流（2大1小）+飞鼠索道+彩虹滑道+宠物喂养食物一份+夜场灯光节门票（2大1小）,,99.0
【龙眠大道地铁站】仅99元抢原价355元汉城山烤肉超值3-4人餐！6荤2素+海苔手握饭+爽口拉皮+柠檬水1扎！满满肉香福利，就等你来体验~	,,99.0
【江宁翠屏国际 | 沐槿宫】仅19元抢原价59元儿童洗浴+戏水+自助晚餐！49元抢原价129元成人洗浴套餐！59元抢原价168元（洗浴129元＋搓背39元）！超多洗浴套餐，精选按摩放松项目在等你~,套餐项目:A：儿童洗浴 戏水 自助 ,0.0
【全国包邮 | YSL圣罗兰】仅159元抢原价335元YSL圣罗兰小金条口红一支！14色选一！女生必备的“杨树林”口红，小仙女怎么能错过~,,159.0
【全国包邮】仅21.9元抢原价24.9元辣魔王魔芋爽素毛肚一袋50小包（12g/小包）混合装，麻辣爽脆的魔芋零食，当然选辣魔王~	,,21.9
【江宁翠屏国际 | 沐槿宫】仅19元抢原价59元儿童洗浴+戏水+自助晚餐！49元抢原价129元成人洗浴门票！59元抢原价168元（洗浴129元＋搓背39元）！超多洗浴套餐，精选按摩放松项目在等你~,套餐项目:B：成人洗浴,49.0
【新街口/明泰谷】128元抢价值319元双人套餐！258抢价值552元四人餐！纯血统泰国菜，用异域的味道唤醒沉睡的味蕾！,套餐:A：双人餐 ,128.0
【秦淮区龙蟠中路】仅28元抢原价688元韩熙美肤美睫美甲套餐！韩国超微小气泡+肩颈按摩+头部按摩+纯色美甲/美睫（2选1）,,28.0
【全国包邮】仅11.9元抢原价14.9元辣魔王魔芋爽素毛肚20小包（10g/小包）口味四选一，21.9元抢原价27.9元50小包素毛肚！麻辣爽脆的魔芋零食，当然选辣魔王~,铝箔装:B：50小包*10g,21.9
【江宁翠屏国际 | 沐槿宫】仅19元抢原价59元儿童洗浴+戏水+自助晚餐！49元抢原价129元成人洗浴门票！59元抢原价168元（洗浴129元＋搓背39元）！超多洗浴套餐，精选按摩放松项目在等你~,套餐项目:A：儿童洗浴 戏水 自助 ,19.0
【全国包邮】49.9元抢门市价98元，美龄姐美龄粥即食山药百合豆浆粥260g*8罐，采用真材实料，香甜不腻，老少皆宜。粥白如雪，入口甜香细滑~,,49.9
【江宁翠屏国际 | 沐槿宫】仅19元抢原价59元儿童洗浴+戏水+自助晚餐！49元抢原价129元成人洗浴门票！59元抢原价168元（洗浴129元＋搓背39元）！超多洗浴套餐，精选按摩放松项目在等你~,套餐项目:D：成人洗浴 搓背 推盐 推奶 敲背,89.0
【仅江浙沪皖地区发货 | 快递包邮】仅59.9元抢原价218元花雕醉蟹2盒，12只（公母随机）69.9元抢原价248元醉蟹2盒，甄选优质大闸蟹，先蒸后醉手工泡制，酒醇蟹鲜膏鲜黄嫩~全母蟹！,套餐:B套餐：全母蟹2盒,69.9
直播秒杀价【秦淮区长乐路牵牛巷】仅3.9元抢原价28元佐记麻辣鸭套餐！小份麻辣鸭+海带丝+花生米，麻辣鲜爽，风味独特、开胃爽口~,,3.9
直播秒杀价【新街口莱迪】2.9元抢原价20元陈记超值鸡排套餐，鸡排一份+里脊1串，外酥里嫩的口感，入口后超足的满足感，还不赶紧安排上去打卡哦~~,,2.9
【玄武区钟鼎名悦】仅88元抢原价380元徒手餐厅超值双人餐！铁锹海鲜（生蚝、鲍鱼、海星、对虾、牛蛙……）蒜泥黄瓜+特调饮品2杯！快来享受海鲜盛宴吧,,88.0
【仅限南京主城区发货】仅29.9元抢原价50元金旺黑椒脆骨肉肠两袋装！每根肉肠60g！一袋4根！纯肉制作，肉质饱满，满满都是肉肉的幸福~,,29.9
【仅江浙沪皖地区发货 | 快递包邮】仅59.9元抢原价218元花雕醉蟹2盒，12只（公母随机）69.9元抢原价248元醉蟹2盒，甄选优质大闸蟹，先蒸后醉手工泡制，酒醇蟹鲜膏鲜黄嫩~全母蟹！,套餐:A套餐：公母随机2盒 ,59.9
直播秒杀价【大行宫】仅39元抢门市价170元炒螺丝双人套餐，美味不可辜负，新鲜更要享受不要犹豫了，赶快来吃吧！,,39.0
【 地铁4号线龙江地铁站附近】仅59元抢原价79元百年澡堂单人洗浴+自助餐（1餐）休闲娱乐，健康养生，好评5颗星，强烈推荐你！,,59.0
【直播间限时秒杀】【仅限南京主城区发货】仅39元抢原价65元农家散养虫草鸡蛋一箱（45个）真正野外散养的虫草鸡蛋，营养健康又美味~,,39.0
【直播间秒杀价】【三层防护口罩】14.9元抢原价39元50个装儿童三层防护口罩，三层防护有效过滤！儿童尺寸紧贴舒适~！！,,14.9
【江宁翠屏国际 | 沐槿宫】仅19元抢原价59元儿童洗浴+戏水+自助晚餐！49元抢原价129元成人洗浴门票！59元抢原价168元（洗浴129元＋搓背39元）！超多洗浴套餐，精选按摩放松项目在等你~,套餐项目:C：成人洗浴 搓背,59.0
【新街口莱迪】9.9元抢原价20元陈记超值鸡排套餐，鸡排一份+里脊1串，外酥里嫩的口感，入口后超足的满足感，还不赶紧安排上去打卡哦~~,,9.9
直播秒杀价【全国包邮】49元抢门市价98元，  美龄姐美龄粥即食山药百合豆浆粥260g*8罐，采用真材实料，香甜不腻，老少皆宜。粥白如雪，入口甜香细滑~,,49.0
【南京7店通用】仅39元抢原价204元迷思熊-大唛汽车养护套餐！空调进气道3M消毒杀菌+轿厢内3M消毒杀菌+防冻液500ml+玻璃水1瓶+21项全车安全检查，给汽车全面养护,,39.0
【预售】【固城湖大闸蟹产地直发】99元抢原价150元大闸蟹8只！109元抢原价220元4对大闸蟹：母蟹2.5两+公蟹3两！江浙沪邮政EMS包邮！死蟹包赔，无黄包赔！,套餐:A套餐：8只母蟹 2两/只 ,99.0
【全国包邮】仅181元抢原价228元美心金装彩月月饼礼盒，248元抢原价298元美心双黄白莲蓉月饼礼盒 ，279元抢原价358元美心精选口味 限量版月饼礼盒，这个中秋小资一回~,美心月饼:美心金装彩月月饼礼盒 ,181.0
【预售】【固城湖大闸蟹产地直发】99元抢原价150元大闸蟹8只！109元抢原价220元4对大闸蟹：母蟹2.5两+公蟹3两！江浙沪邮政EMS包邮！死蟹包赔，无黄包赔！,套餐:B套餐：4对螃蟹 母蟹2.5两/只，公蟹3两/只,109.0
【新街口/杰克地方】仅109元抢门市价269元牛排双人套餐特级西冷牛排2份，田园沙拉，薯条，意式蔬菜汤2份，味蕾和视觉的双重盛宴~,,109.0
【丸龟制面】【新街口】98元抢门市价173元双人火锅套餐！风靡世界各地的丸龟制面来袭！有酒有肉!不可错过的日本美味！,,98.0
【南京3店通用 | 韩式烤肉】仅59元抢原价92元安鹤宫料理石锅套餐！石锅拌饭+大酱汤+无骨鸡块，99元抢原价211元烤肉双人餐！,套餐:B：烤肉双人餐,99.0
【新街口国际贸易中心】仅19.9元抢原价230元米兰音乐吧特惠A套餐：雪花纯生啤酒6瓶+2份小食，88元抢原价470元特惠B套餐：啤酒12瓶（3选一）+3份小食	,套餐:特惠B套餐,88.0
【新街口国际贸易中心】仅19.9元抢原价230元米兰音乐吧特惠A套餐：雪花纯生啤酒6瓶+2份小食，88元抢原价470元特惠B套餐：啤酒12瓶（3选一）+3份小食	,套餐:特惠A套餐 ,19.9
【预售】【固城湖大闸蟹产地直发】99元抢原价150元大闸蟹8只！109元抢原价220元4对大闸蟹：母蟹2.5两+公蟹3两！江浙沪邮政EMS包邮！死蟹包赔，无黄包赔！,套餐:D套餐：4对螃蟹 母蟹3两/只，公蟹4两/只,258.0
【南京3店通用 | 韩式烤肉】仅59元抢原价92元安鹤宫料理石锅套餐！石锅拌饭+大酱汤+无骨鸡块，99元抢原价211元烤肉双人餐！,套餐:A：料理石锅套餐 ,59.0
【四店通用】仅16.9抢门市价36元爱啃猪蹄三选一套餐/门市价28元爱啃猪蹄秘制拌面三选一套餐，生活不只眼前的苟且还有时刻摆在面前的【卤猪蹄】~,猪蹄:A：猪蹄三选一套餐 ,16.9
【全国包邮】仅169元抢原价599元爱迪尔珠宝北斗七星项链1条！还加赠制定爱迪尔LOGO手机支架！独特的北斗七星造型别具魅力，让你的日常穿搭不显单调~,,169.0
【四店通用】仅16.9抢门市价36元爱啃猪蹄三选一套餐/门市价28元爱啃猪蹄秘制拌面三选一套餐，生活不只眼前的苟且还有时刻摆在面前的【卤猪蹄】~,猪蹄:B：拌面三选一套餐,16.9
【全国包邮】仅181元抢原价228元美心金装彩月月饼礼盒，248元抢原价298元美心双黄白莲蓉月饼礼盒 248，279元抢原价358元美心精选口味 限量版月饼礼盒，这个中秋小资一回~,美心月饼:美心金装彩月月饼礼盒 ,181.0
【全国包邮】198元抢市场价318元锦华松露流心奶黄月饼礼盒，锦华松露流心奶黄月饼一口爆浆，入口即溶堪称“舌尖上的尊贵”也是食客“心头上的美味”,,198.0
【三层防护口罩】19.9元抢原价98元100个装成人三层防护口罩，三层防护有效过滤！,,19.9
